Date_time,Latitude,Longitude,Temerature_C,Umidity,NO2_ppm
28-09-2017 18:38:40,43.791107,11.224079,24.6,37,0.1312
28-09-2017 18:38:50,43.791238,11.22406,24.6,37.2,0.1312
28-09-2017 18:39:00,43.791286,11.224048,24.6,37.2,0.1312
28-09-2017 18:39:11,43.791412,11.224163,24.6,37.2,0.1312
28-09-2017 18:39:20,43.791486,11.224296,24.6,37.4,0.1312
28-09-2017 18:39:30,43.791329,11.22481,24.5,37.3,0.1312
28-09-2017 18:39:40,43.791138,11.225163,24.5,37.7,0.1312
28-09-2017 18:39:50,43.790844,11.225442,24.5,37.7,0.1312
28-09-2017 18:40:00,43.790502,11.225076,24.5,37.7,0.1312
28-09-2017 18:40:10,43.790208,11.22487,24.5,37.7,0.1312
28-09-2017 18:40:21,43.789907,11.22539,24.5,37.7,0.1312
28-09-2017 18:40:30,43.789866,11.225801,24.5,37.7,0.1312
28-09-2017 18:40:40,43.790222,11.226243,24.5,37.6,0.1312
28-09-2017 18:40:50,43.790463,11.226411,24.5,37.5,0.1312
28-09-2017 18:41:00,43.790371,11.226818,24.5,37.5,0.1312
28-09-2017 18:41:10,43.790187,11.227196,24.5,37.7,0.1312
28-09-2017 18:41:20,43.790014,11.22752,24.5,37.5,0.1312
28-09-2017 18:41:31,43.789837,11.227631,24.4,37.5,0.1312
28-09-2017 18:41:40,43.789572,11.227617,24.4,37.6,0.1312
28-09-2017 18:41:50,43.789151,11.227342,24.4,37.8,0.1312
28-09-2017 18:42:00,43.788902,11.227165,24.4,37.9,0.1312
28-09-2017 18:42:10,43.78872,11.226965,24.4,37.9,0.1312
28-09-2017 18:42:20,43.788496,11.226764,24.4,37.9,0.1312
28-09-2017 18:42:30,43.788314,11.226669,24.4,38.1,0.1312
28-09-2017 18:43:00,43.787577,11.227099,24.4,38.2,0.1312
28-09-2017 18:43:10,43.787279,11.226704,24.4,38.2,0.1312
28-09-2017 18:43:20,43.787112,11.226465,24.4,38.2,0.1312
28-09-2017 18:43:30,43.787295,11.226115,24.4,38.2,0.1312
28-09-2017 18:43:40,43.787794,11.226071,24.3,38,0.1312
28-09-2017 18:43:50,43.788451,11.225755,24.3,38,0.1312
28-09-2017 18:44:00,43.788901,11.225489,24.3,38.1,0.1312
28-09-2017 18:44:10,43.789316,11.225168,24.3,38.1,0.1312
28-09-2017 18:44:20,43.78967,11.224482,24.3,38.3,0.1312
28-09-2017 18:44:30,43.789938,11.223822,24.3,38.2,0.1312
28-09-2017 18:44:40,43.790219,11.223283,24.3,38,0.1312
28-09-2017 18:44:50,43.790516,11.223432,24.4,38.2,0.1312
28-09-2017 18:45:00,43.79097,11.223772,24.4,38.1,0.1312
28-09-2017 18:45:10,43.791176,11.223927,24.4,38.1,0.1312
28-09-2017 18:45:20,43.791405,11.224152,24.3,38.1,0.1312
28-09-2017 18:45:30,43.791504,11.224308,24.3,38.1,0.1312
28-09-2017 18:45:40,43.791374,11.224798,24.3,38,0.1312
28-09-2017 18:45:50,43.791167,11.225288,24.3,38.2,0.1312
28-09-2017 18:46:00,43.790947,11.225783,24.3,38.3,0.1312
28-09-2017 18:46:10,43.79067,11.226336,24.3,38.4,0.1312
28-09-2017 18:46:20,43.79045,11.226845,24.3,38.5,0.1312
28-09-2017 18:46:30,43.790311,11.227129,24.3,38.6,0.1312
28-09-2017 18:46:40,43.790059,11.227661,24.3,38.7,0.1312
28-09-2017 18:46:50,43.789926,11.227944,24.3,38.5,0.1312
28-09-2017 18:47:00,43.789761,11.228237,24.3,38.4,0.1312
28-09-2017 18:47:10,43.789593,11.228591,24.3,38.4,0.1312
28-09-2017 18:47:20,43.789465,11.228853,24.3,38.4,0.1312
28-09-2017 18:47:30,43.789409,11.229023,24.3,38.4,0.1312
28-09-2017 18:47:40,43.789347,11.229179,24.3,38.4,0.1312
28-09-2017 18:47:50,43.7892,11.229573,24.2,38.5,0.1312
28-09-2017 18:48:00,43.789221,11.230299,24.2,38.8,0.1312
28-09-2017 18:48:10,43.789183,11.231015,24.2,38.8,0.1306
28-09-2017 18:48:20,43.789169,11.231571,24.2,38.8,0.1306
28-09-2017 18:48:30,43.789299,11.231942,24.2,38.8,0.1306
28-09-2017 18:48:40,43.789379,11.232193,24.2,38.9,0.1306
28-09-2017 18:48:50,43.789463,11.232504,24.2,38.8,0.1306
28-09-2017 18:49:00,43.789578,11.232989,24.2,38.8,0.1306
28-09-2017 18:49:10,43.789653,11.233302,24.2,38.9,0.1306
28-09-2017 18:49:20,43.7899,11.233631,24.2,39,0.1312
28-09-2017 18:49:30,43.790018,11.233809,24.2,39,0.1312
28-09-2017 18:49:40,43.790059,11.233874,24.2,39.1,0.1312
28-09-2017 18:49:50,43.790084,11.23391,24.2,39.5,0.1312
